O,H,L,C,V,T,BV
0.01864001,0.01884757,0.01849,0.01860001,14831.20328666,2017-12-14T02:00:00,277.07194961
0.01860001,0.01867512,0.01849999,0.0186,15623.45692219,2017-12-14T03:00:00,289.64844864
0.0186,0.01867501,0.01849961,0.01860001,14549.8604404,2017-12-14T04:00:00,270.02557844
0.01860001,0.01863857,0.01817001,0.01826,18345.11224634,2017-12-14T05:00:00,336.52873586
0.018294,0.01853242,0.01815578,0.01816679,11710.68962116,2017-12-14T06:00:00,214.39196913
0.01816679,0.0185108,0.018156,0.01821,15280.82840725,2017-12-14T07:00:00,280.2306681
0.01821,0.01834998,0.0173,0.0179599,22915.4261224,2017-12-14T08:00:00,406.9463014
0.0179599,0.01799041,0.01750001,0.01791,10855.22047959,2017-12-14T09:00:00,193.18630112
0.01791,0.0182,0.01776913,0.0179102,9348.17146695,2017-12-14T10:00:00,167.68029073
0.0179102,0.01799947,0.01779,0.01784,8297.04069768,2017-12-14T11:00:00,148.40105468
0.017867,0.01794,0.0175,0.0175397,11451.59378293,2017-12-14T12:00:00,201.92245052
0.01753347,0.01763621,0.01685,0.01728001,24823.03701161,2017-12-14T13:00:00,428.98389033
0.01728001,0.01743966,0.01622172,0.01622953,30121.32644601,2017-12-14T14:00:00,505.10924849
0.01622953,0.01733318,0.01581271,0.0173299,48254.03109275,2017-12-14T15:00:00,798.11718629
0.01732991,0.01748,0.01680552,0.01715857,16745.88889275,2017-12-14T16:00:00,286.85090286
0.01717,0.01722,0.01639173,0.01639201,17854.5518022,2017-12-14T17:00:00,301.30391948
0.01639201,0.01671497,0.0156266,0.0159,29146.24687574,2017-12-14T18:00:00,471.21471242
0.01587367,0.01670326,0.01581649,0.01632016,19175.23634918,2017-12-14T19:00:00,313.29976995
0.01635011,0.01716178,0.01630398,0.01675005,12786.75297091,2017-12-14T20:00:00,213.65642113
0.01675005,0.0169024,0.0163343,0.01642505,14563.58037233,2017-12-14T21:00:00,242.24336289
0.01645002,0.0168,0.01642502,0.01654888,11919.59823508,2017-12-14T22:00:00,197.95099484
0.01654888,0.01684116,0.0163,0.0168,15562.48083248,2017-12-14T23:00:00,256.30601355
0.01678111,0.0168648,0.016,0.016155,17080.66842168,2017-12-15T00:00:00,281.71057438
0.016155,0.01638887,0.01461333,0.01506504,31694.45282457,2017-12-15T01:00:00,490.9349607
0.01506502,0.0156,0.01309,0.01457488,34082.59533341,2017-12-15T02:00:00,488.49920793
0.01470022,0.01602444,0.01447504,0.01600069,34796.69805057,2017-12-15T03:00:00,531.49968562
0.01602415,0.01670308,0.01545,0.01550317,29238.15235966,2017-12-15T04:00:00,471.10099983
0.01550317,0.01580908,0.01518,0.01556,11861.82115265,2017-12-15T05:00:00,184.33950791
0.01556,0.01589494,0.01538159,0.01582526,8692.54845194,2017-12-15T06:00:00,136.26823791
0.01582526,0.01582526,0.0153,0.01546484,9055.96799455,2017-12-15T07:00:00,141.14465294
0.01552712,0.01602999,0.01546491,0.01558501,13421.61148286,2017-12-15T08:00:00,211.14770066
0.01558502,0.015646,0.0146239,0.0146239,10940.59965011,2017-12-15T09:00:00,165.70140748
0.01463897,0.01485724,0.0141948,0.0145769,16849.75146611,2017-12-15T10:00:00,243.74073006
0.0145769,0.01478702,0.01430001,0.0146057,9196.50893082,2017-12-15T11:00:00,134.16439844
0.0146057,0.01509413,0.01438972,0.01508418,9814.1100556,2017-12-15T12:00:00,144.62619911
0.01509411,0.01714214,0.01509411,0.01633536,70375.25294499,2017-12-15T13:00:00,1145.77413051
0.01633537,0.01687506,0.01580003,0.01672989,35928.26627149,2017-12-15T14:00:00,586.06011429
0.0166,0.017877,0.0165,0.0174,52316.39491844,2017-12-15T15:00:00,907.69184546
0.0174,0.01800077,0.01696078,0.01760002,34081.15664318,2017-12-15T16:00:00,595.74333788
0.01764271,0.0177402,0.01705807,0.01706001,19253.25331535,2017-12-15T17:00:00,335.10078116
0.0171,0.01729998,0.01658451,0.0165854,12986.13153317,2017-12-15T18:00:00,220.29847268
0.01658539,0.01740001,0.01645706,0.01740001,13494.2066619,2017-12-15T19:00:00,228.61921057
0.01740001,0.01777,0.01696802,0.01721942,17958.97997843,2017-12-15T20:00:00,312.14784547
0.01721942,0.01748456,0.01717,0.01731004,11806.12183954,2017-12-15T21:00:00,204.59095532
0.01731004,0.01734435,0.01691253,0.016939,9967.16469744,2017-12-15T22:00:00,170.23779541
0.01694999,0.01700014,0.01663,0.01683963,8350.24912421,2017-12-15T23:00:00,140.68987339
0.01683958,0.0169002,0.0166,0.01674465,9868.97112021,2017-12-16T00:00:00,165.08352981
0.01674465,0.0174351,0.01664365,0.017277,12076.32904034,2017-12-16T01:00:00,207.3386532
0.017277,0.0174002,0.01717,0.0172129,6490.76936537,2017-12-16T02:00:00,112.18677458
0.0172129,0.01726,0.01699999,0.01702,8012.40927284,2017-12-16T03:00:00,137.0306768
0.01701999,0.01705841,0.01684886,0.0169581,5970.03853986,2017-12-16T04:00:00,101.15408088
0.017,0.01711575,0.01692572,0.01697814,4934.7062844,2017-12-16T05:00:00,84.01984874
0.01699999,0.017,0.01645876,0.01658,8017.81716535,2017-12-16T06:00:00,133.53748512
0.01658,0.01680377,0.0162,0.016557,12742.64587367,2017-12-16T07:00:00,210.01641464
0.01660142,0.0169,0.01645363,0.01671,5958.66961497,2017-12-16T08:00:00,99.64467294
0.016648,0.01680598,0.01613735,0.01659998,8496.15471135,2017-12-16T09:00:00,140.26662584
0.01656008,0.01670851,0.0165,0.01665999,6706.61923756,2017-12-16T10:00:00,111.35519539
0.01666,0.01708248,0.01662405,0.01708167,6756.05378253,2017-12-16T11:00:00,113.67547459
0.01708167,0.01708234,0.01682858,0.016885,6867.35011906,2017-12-16T12:00:00,116.09866113
0.0169,0.0170244,0.01596522,0.01626873,14296.41142082,2017-12-16T13:00:00,233.63930374
0.01626873,0.01634995,0.01600001,0.01600002,7235.85057082,2017-12-16T14:00:00,116.5666525
0.01600001,0.01602801,0.01529,0.015301,13256.67860692,2017-12-16T15:00:00,209.67348327
0.01530181,0.01612526,0.01528999,0.01565827,12272.51475968,2017-12-16T16:00:00,192.45923395
0.01567821,0.016,0.01557549,0.015915,8641.08963454,2017-12-16T17:00:00,136.62685904
0.015915,0.0159799,0.01570001,0.01572,5185.38318431,2017-12-16T18:00:00,82.09674834
0.01572,0.0158,0.0148921,0.0149,15842.35893375,2017-12-16T19:00:00,241.15764681
0.01493699,0.0154,0.01484031,0.015254,12081.22358048,2017-12-16T20:00:00,183.48362398
0.015254,0.0155,0.01515088,0.01524,8068.42556369,2017-12-16T21:00:00,123.90137947
0.01517937,0.015323,0.01498375,0.01501502,8054.91784832,2017-12-16T22:00:00,121.83641385
0.01501503,0.01537927,0.014892,0.015287,10907.89926748,2017-12-16T23:00:00,164.47291466
0.01537275,0.01599723,0.01528,0.0158892,16696.16400536,2017-12-17T00:00:00,263.1358845
0.01586375,0.01733333,0.015796,0.016537,41344.4294556,2017-12-17T01:00:00,686.42883345
0.01657044,0.01689909,0.01590001,0.01622519,22888.91400364,2017-12-17T02:00:00,374.19925479
0.01621662,0.01650458,0.01590679,0.01645,12061.91811243,2017-12-17T03:00:00,195.081606
0.01645,0.01654896,0.01625828,0.01642932,9725.75955446,2017-12-17T04:00:00,159.46255963
0.01643679,0.01681022,0.01629001,0.01681022,10592.777918,2017-12-17T05:00:00,174.5892815
0.01681022,0.0169817,0.01653439,0.01682001,10628.04145356,2017-12-17T06:00:00,178.16970089
0.01682,0.017,0.0164,0.01644602,12066.27289562,2017-12-17T07:00:00,200.89974776
0.01645404,0.01647007,0.01602002,0.01627572,9393.95724478,2017-12-17T08:00:00,153.06364777
0.01628546,0.01635,0.01608,0.01614143,4900.45387259,2017-12-17T09:00:00,79.29787196
0.01614143,0.01629986,0.01600105,0.01629986,6227.06495065,2017-12-17T10:00:00,100.10233089
0.01629986,0.01639781,0.01607705,0.0162,6087.18462292,2017-12-17T11:00:00,98.35593348
0.0161061,0.0162357,0.01589002,0.01605005,9473.17345766,2017-12-17T12:00:00,152.27996982
0.0161,0.01619337,0.01593229,0.01602,5307.18409344,2017-12-17T13:00:00,85.16904557
0.01611,0.01639999,0.01591812,0.01635,6843.39578795,2017-12-17T14:00:00,110.25574384
0.01634001,0.0167,0.01624148,0.016491,8656.04094412,2017-12-17T15:00:00,142.65949313
0.0164999,0.0166,0.01634095,0.0164,8012.94696274,2017-12-17T16:00:00,131.98537404
0.01641283,0.0164998,0.0163,0.0164,6149.84162322,2017-12-17T17:00:00,100.77697744
0.0164,0.01708911,0.016378,0.01708911,10301.89542486,2017-12-17T18:00:00,171.92507523
0.01708898,0.0171071,0.01670004,0.01683803,10592.23701391,2017-12-17T19:00:00,179.53722256
0.01684022,0.01689999,0.01653381,0.01668,8331.14159144,2017-12-17T20:00:00,138.83651199
0.0167149,0.016849,0.01665,0.01682001,5378.17544883,2017-12-17T21:00:00,90.19417428
0.01682002,0.01686822,0.016275,0.01652025,9847.4847908,2017-12-17T22:00:00,163.23698014
0.01642607,0.0167676,0.01642606,0.016573,5973.74391682,2017-12-17T23:00:00,99.2880793
0.01654,0.0168,0.01651001,0.0166,6154.01676589,2017-12-18T00:00:00,102.27306527
0.01655012,0.01679937,0.01637418,0.01665674,7716.72372486,2017-12-18T01:00:00,127.74659847
0.01665674,0.01666,0.01652003,0.01665999,5064.00262394,2017-12-18T02:00:00,84.12275831
0.01664863,0.01666005,0.01651073,0.01653,4203.64604117,2017-12-18T03:00:00,69.80160829
0.01653,0.01653,0.0163293,0.016441,5267.26521016,2017-12-18T04:00:00,86.68531524
0.016441,0.016495,0.01629498,0.01638,6250.8855015,2017-12-18T05:00:00,102.41904496
0.01638499,0.01662529,0.01637913,0.01659444,5769.75460407,2017-12-18T06:00:00,95.25593768
0.01661496,0.01662702,0.0164039,0.0165752,7064.85679073,2017-12-18T07:00:00,116.514046
0.0165752,0.01663019,0.0164,0.01659998,4474.63943193,2017-12-18T08:00:00,74.01041161
0.0166155,0.0168373,0.01659998,0.01681974,10567.34624965,2017-12-18T09:00:00,176.89472874
0.01682,0.01693,0.01681479,0.01685,8681.30416467,2017-12-18T10:00:00,146.42328622
0.01685,0.01709,0.0168148,0.01687955,10899.92113234,2017-12-18T11:00:00,184.66516167
0.01687955,0.01703229,0.01681479,0.016976,8580.94714294,2017-12-18T12:00:00,145.0332836
0.01697722,0.01697722,0.01683071,0.01691065,6349.2572888,2017-12-18T13:00:00,107.40694063
0.01691065,0.01697722,0.01685,0.01689851,10403.12054709,2017-12-18T14:00:00,176.01246083
0.0168999,0.01693215,0.016755,0.01682001,6508.9915345,2017-12-18T15:00:00,109.73786457
0.01682001,0.01711283,0.01679137,0.01711015,11548.4047709,2017-12-18T16:00:00,195.5937196
0.01711015,0.0174,0.01708,0.01724998,14629.58982197,2017-12-18T17:00:00,252.23089972
0.0172401,0.0177,0.01711,0.01767799,9217.82356529,2017-12-18T18:00:00,160.29858353
0.01767799,0.0177,0.01728221,0.01739,12602.99322049,2017-12-18T19:00:00,220.17145521
0.01739,0.0184001,0.01725,0.01810001,21780.61868448,2017-12-18T20:00:00,391.44629692
0.0181,0.0183,0.01790001,0.01808817,16584.03336756,2017-12-18T21:00:00,299.93115743
0.018012,0.0194,0.018012,0.0192,38119.43748844,2017-12-18T22:00:00,718.20418896
0.0192,0.019215,0.01860297,0.01874116,20406.13661291,2017-12-18T23:00:00,385.535649
0.01874116,0.01887999,0.01840141,0.01850848,16416.15612647,2017-12-19T00:00:00,304.90615072
0.01855699,0.01900005,0.01850857,0.018764,14079.40760685,2017-12-19T01:00:00,264.72706053
0.01876489,0.019009,0.01839603,0.018865,16642.90971909,2017-12-19T02:00:00,311.99822616
0.018865,0.01919479,0.0187,0.01903,11962.18792459,2017-12-19T03:00:00,226.61066585
0.01903,0.01974,0.01903,0.01935,22093.48937029,2017-12-19T04:00:00,429.41769668
0.01934232,0.01962556,0.01926021,0.019556,10598.2062754,2017-12-19T05:00:00,206.09932976
0.019556,0.01968001,0.01926033,0.019304,8123.24036559,2017-12-19T06:00:00,158.72638368
0.019304,0.01946937,0.0191749,0.0192,9851.74087271,2017-12-19T07:00:00,189.85093207
0.01925,0.0192543,0.01892,0.01919473,7744.93346037,2017-12-19T08:00:00,148.13275931
0.01919473,0.01935451,0.0191859,0.01923997,6147.74944585,2017-12-19T09:00:00,118.23533539
