1513173600,0.01881,0.01999,0.01992,0.01908,17646.03125665
1513170000,0.01914,0.02037,0.01915,0.01992,16847.323175510173
1513166400,0.0185,0.0195,0.01886,0.01911,14335.881825500184
1513162800,0.01819,0.0192,0.01859,0.01887,11685.843896760087
1513159200,0.01812,0.01901,0.01884,0.01858,10936.749986880164
1513155600,0.0182,0.01917,0.01915,0.01882,11258.672676180075
1513152000,0.01882,0.01999,0.01943,0.01918,12798.771265120036
1513148400,0.01871,0.01953,0.01895,0.01943,11123.173955160008
1513144800,0.0187,0.01915,0.01907,0.01895,9498.371187280025
1513141200,0.01855,0.01954,0.01918,0.01908,17130.02426195009
1513137600,0.01801,0.0196,0.019,0.01918,19228.84463766979
1513134000,0.0188,0.01948,0.019,0.01901,14898.905628780181
1513130400,0.01829,0.02,0.01994,0.019,24286.819303740114
1513126800,0.01943,0.02086,0.02065,0.01995,22355.727191449914
1513123200,0.0191,0.02099,0.01965,0.02066,30927.06266519993
1513119600,0.019,0.0202,0.01955,0.01946,30093.567398800176
1513116000,0.0193,0.02088,0.02087,0.0193,33901.28633643985
1513112400,0.02052,0.02139,0.02104,0.02087,21527.10307280009
1513108800,0.01951,0.02149,0.0197,0.02107,36386.01784536986
1513105200,0.01902,0.0201,0.01982,0.01969,25204.998413419875
1513101600,0.01737,0.02113,0.02098,0.0197,72037.78045053966
1513098000,0.02033,0.02155,0.02112,0.02099,39278.28576836984
1513094400,0.019,0.022,0.0205,0.02113,36428.27019809989
1513090800,0.01943,0.02323,0.01988,0.02049,45917.610808239864
1513087200,0.01851,0.02498,0.02128,0.01988,56396.56848840012
1513083600,0.0169,0.0217,0.01885,0.02128,73186.6543228697
1513080000,0.01689,0.02,0.01697,0.01885,70060.66840053033
1513076400,0.015,0.01697,0.01503,0.01697,28515.386656680024
1513072800,0.01444,0.01509,0.01453,0.01503,8370.708528500072
1513069200,0.01444,0.01483,0.01445,0.01452,13600.3648471001
1513065600,0.01411,0.01471,0.01471,0.01445,18732.382019350178
1513062000,0.0141,0.01527,0.01507,0.01472,18987.384293380055
1513054800,0.015,0.0162,0.01548,0.0151,34523.05565587964
1513051200,0.01499,0.01568,0.01519,0.01548,24785.150405930177
1513047600,0.01407,0.0157,0.0149,0.0152,42639.45588741025
1513044000,0.0143,0.016,0.01449,0.01489,69671.10005079965
1513040400,0.0133,0.01449,0.01353,0.01449,46924.92751796908
1513036800,0.01271,0.01353,0.01294,0.01353,29921.730601339787
1513033200,0.01231,0.01339,0.01339,0.01294,35346.489092199976
1513029600,0.01147,0.0137,0.01147,0.01339,99781.15242567891
1513026000,0.01128,0.0115,0.0113,0.01148,13472.2643677304
1513022400,0.01066,0.01153,0.01129,0.0113,43363.530556689904
1513018800,0.01091,0.01187,0.01184,0.0113,10095.640366060015
1513015200,0.01151,0.01197,0.01189,0.01184,19152.082078879994
